"setor_economatica","setor_bovespa","id_cvm","codigo","listagem_bovespa","at","k","ll","d_cp","d_lp","v","depreciacao","caixa","dividendos","qtd_acoes","pl","v_merc","ebit","desp_fin","div_onerosa","fcl","cap_giro","ano"
"Siderurgica e Metalurgica","Bens industriais","00787","KEPL3","Tradicional",869089173.56,300807231.66,46242442.925,191255468.04,203341981.05,627447610.93,21832890.239,90323623.373,8129126.1035,26185000,474491724.46,472250634.23,62280429.668,39340298.939,197725950.85,49179808.549,195536600.83,2012
"Siderurgica e Metalurgica","Bens industriais","00787","KEPL3","Tradicional",941265751.24,291954420.04,86675713.187,253820065.31,179263989.11,830162332.54,19790894.027,14999149.955,25905846.191,26185000,508181696.81,1498498269.5,117412385.54,32058484.661,161640755.6,53377767.781,202935176.91,2013
"Siderurgica e Metalurgica","Bens industriais","00787","KEPL3","Tradicional",1115993886.7,317159881.14,174046643.19,313334853.17,135228380.91,1188226050.7,22994766.928,14446170.46,33668378.936,26309000,667430652.58,1735878890.6,188154385.25,48971114.303,139562363.22,41625381.57,226492551.42,2014
"Siderurgica e Metalurgica","Bens industriais","00787","KEPL3","Tradicional",937797237.57,289726467.27,7392293.5294,264631544.89,90787604.948,836749077.06,29769478.367,11272743.908,42458574.812,26312000,582378087.73,505210460.64,4392470.7103,38320929.035,123268894.69,47296692.848,166614023.23,2015
"Siderurgica e Metalurgica","Bens industriais","00787","KEPL3","Tradicional",851729120.82,254991845.21,24670766.844,232347239.25,96558776.522,530011125.44,28225748.072,24298318.999,2995194.3474,26312000,522823105.05,528135504.86,54240226.453,23487631.623,131836501.15,44597841.672,119836766.84,2016
"Siderurgica e Metalurgica","Bens industriais","00787","KEPL3","Tradicional",775829050.06,239177652.25,37106770.255,245823010.44,58441240.493,626488841.59,28872375.314,15623903.265,0,26312000,471564799.13,556621441.16,42681938.732,21021428.915,86125358.605,39645762.854,83817085.043,2017
"Siderurgica e Metalurgica","Bens industriais","00787","KEPL3","Tradicional",735318806.35,216425682.55,8630382.328,213327891.08,61524623.692,601704492.57,28631862.398,7102890.2706,0,26312000,460466291.58,409880557.42,21920502.9,21611454.61,68410344.894,32876055.981,116846355.85,2018
"Siderurgica e Metalurgica","Bens industriais","00787","KEPL3","Tradicional",676764232.14,181440544.49,37608801.231,177126322.91,31796113.359,584036495.54,30918254.35,38480654.363,6596454.8098,26312000,467841795.88,775647391.99,52478351.489,14356047.781,42910989.566,48345307.193,126437722.73,2019
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",20431529971,8338456867.8,932783089.05,2817653939.2,9024668388.1,6104370583,934387784.71,4217708405.9,299801473.21,890486496,8321896675.3,8865378013.4,1368722075.9,270895288.87,8093626635.5,880867935.25,4059620055.5,2010
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",19935535016,7693281753.4,285885785.39,3023760728.9,9154001171.4,6084976483.9,857039338.06,3662835253.1,323877470.2,887683296,7757773115.6,10607705205,1246526861.4,1324591152.8,8288226656,12020843.195,3365266578.7,2011
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",20840813108,7952360850.8,1111623624.4,2612716503.9,10214394039,6155118836.8,876149494.76,3721321456.6,406534654.64,886894296,8013702565.3,16584834449,2430633835.9,1268795598.8,8921644201.5,487281904.33,3939205393.2,2012
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",20824470292,8248425614.5,404914238.27,2483824896.1,10813619433,6419704574.4,1069946342.4,3810325654.8,420235815.52,887069796,7527025962.3,14716936520,1562239771.6,1416794357.2,9719712975,208131699.83,4252460005.9,2013
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",27774549954,10954831579,958001604.71,3304101400.8,15211776831,6419490927.8,1248728653.7,6881158424.3,435567845.84,4579289565,9258671721.8,18314846689,2229606968.9,1671133208.8,14410192111,1799398884.5,7058203700.5,2014
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",31133894026,14233627107,1485329497.2,3748054011,21042074046,6741113894.9,1183723447.1,5989835470.9,448011863.5,4577711590,6343765969.1,30954346331,1768155542.3,5232582291.2,21359935557,3404623485.3,6534717551.3,2015
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",32688129338,14491351298,2767651016.3,4620654873.6,20149795294,7907043219.8,1586931131.1,6548748230.8,499016551.02,4573442140,7917679170.5,21039864257,1559091212.2,1284536934.3,20594522554,1612522981.5,6485912711,2016
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",33090895271,13669285159,576439058.29,4059066021.5,21195883920,9069942309.7,2101912172.5,7613102151.6,593642249.61,4632405450,7835945329.3,19540021494,1681164053.7,1677286240.8,21175686797,1028011457,8726439574.6,2017
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",30940059509,12803027056,143514299.89,3871786217.4,20247045039,10458007259,1747111586.9,5986614109.9,886860009.13,5263208410,6569609696,18736167785,3115128461.8,3867645387.9,20302877327,1801844456.8,7468964235.2,2018
"Papel e Celulose","Materiais Basicos","01265","KLBN11","Nivel 2",34737073167,13749033802,676486960.82,3107563835.4,25121868429,10281900117,2195562417.3,8348555287.6,966293544.42,5270177115,6052804833.6,20118050310,2528848546.8,3006254701.7,24108863176,575591231.62,10579773595,2019
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",13325171091,1063808238.9,515943813.15,7406866885.8,5000681574.5,15644591191,243305521.52,270661999.78,85185510.446,730463946,754310271.41,17309388771,1805530897.7,1485851527.8,6904192222.7,1223101.3613,2344055428.2,2010
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",14942044209,1462265245.6,532650242.75,7143294147.2,5986270388.1,15961489316,277109928.37,205751524.57,137182807.54,746175636,1080342576.7,16066829095,1784543691.7,1762740951.9,7817867943.9,21136219.014,3452654338,2011
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",16379906745,1972694543.7,606384910.67,7250122027.5,7401210831.5,16755048397,335523434.14,271287224.54,142189487.96,945199354,1196635745.6,25343511437,1838690356.9,1683497815.1,9242715855.9,951687244.46,3621238151.4,2012
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",19734159386,2491967929.9,646098224.63,7649362691.8,10007186911,18705210162,404662996.23,591842505.48,167172267.91,946508201,1640201573.3,19756782066,2025171380.7,1760790774.8,10738277528,105609592.68,4900972945.7,2013
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",22113319664,3040173159,561203486.84,8588569058.9,9526205931.4,21178887368,509423941.51,1248537139.9,179889124.19,1182384082,2202286090.1,24320095382,2205270294,2397975098.3,10514078433,2164043680.8,4650839181.7,2014
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",24330747446,3219990376.2,296603184.77,9029172748,11812719127,21246656985,641856597.62,1571792189.7,157748486.02,1175109570,2065082295.5,23387807798,2293118609.5,2888896933.1,12759162634,866087130.88,5526829234.3,2015
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",23167584067,3220827489.4,236021537.6,8333031000.2,11316223383,20187467167,710094119.02,583690449.9,130326637.73,1425732805,2219583976.2,24347002813,2272844018,3397101255.9,12944812917,2501462318.4,4692290867.6,2016
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",29827080942,3556155929,257395790.7,10458274078,12754578413,18462631307,833638791.97,3864321823,124574198.75,1595131052,5006152505.4,27166793395,2071710725.5,3097055373.8,16924550968,956173347.78,8610977153,2017
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",29552383613,3808519020.7,397262783.93,8773158461.8,14215994796,18469667601,976591553.82,7114214384.7,106217600.45,1598353245,5141683392.3,30242904172,1794824049,2278058638.1,16372080635,169304170.91,9512499072.3,2018
"Comercio","Consumo Ciclico","00808","LAME4","Nivel 1",33301627545,6321663919.5,704743610.72,10568163234,15346362831,18974898452,1373846345.9,6297880646.9,126338625.76,1618516455.7,5172692619.9,38588110464,2107156910.1,2345999624.2,17845869667,782511708.91,8359069576.1,2019
"Outros","Consumo Ciclico","02269","LCAM3","Novo Mercado",1752400991.6,1027612306.6,5502201.738,297624469.62,1008635475.9,656454650.83,117116182.29,136073795.16,16791915.514,65044293,446141046.08,1172122611.5,109913945.09,149406508.08,1007415885.2,84216800.326,326733511.64,2012
"Outros","Consumo Ciclico","02269","LCAM3","Novo Mercado",1712881708.9,1024376619,22648074.369,256603268.83,1031684970.8,755036774.38,105738005.29,174208440.9,16353065.408,65075322,424593469.17,635819988.03,121680708.69,122435830.61,976427075.13,68737031.331,337387356.12,2013
"Outros","Consumo Ciclico","02269","LCAM3","Novo Mercado",1790484313.1,1168538175.2,32515361.244,256127336.04,1130412510.6,825374400.23,110256824.83,219470817.97,17945887.413,63682022,403944466.42,355855382.74,153128357.49,198662718.27,1152153256,183788921.22,336202381.52,2014
"Outros","Consumo Ciclico","02269","LCAM3","Novo Mercado",1835934233.7,1183757818.9,21999095.751,597370090.44,852657264.29,839400441.59,116683744.32,144336397.9,3555696.7433,63682022,385906878.95,257379932.53,147336220.72,154813850.97,1098046563.6,204228553.85,31471471.875,2015
"Outros","Consumo Ciclico","02269","LCAM3","Novo Mercado",1482227567,1023012755.2,32234580.417,333616254.38,813081523.77,841591625.73,109839776.02,192332513.27,56040019.333,63881483,335529788.82,425273498.52,167629408.14,162926975.32,918432968.73,274998093.08,94384305.57,2016
"Outros","Consumo Ciclico","02269","LCAM3","Novo Mercado",2593804077,1723605524.7,65639024.547,684697196.67,1385622715.5,1185672715.5,148992505.14,435971242.47,15956441.971,80946622,523484164.86,1683463816,242407718.78,181985327.49,1552647050.7,132837839.76,64497344.428,2017
"Outros","Consumo Ciclico","02269","LCAM3","Novo Mercado",9129994388.3,5176413738.1,197542414.37,2522582657.1,3928771172.3,3045790972.1,307173119.09,1833266106.4,107886043.59,146711515,2678640558.9,5744717394.5,570601287.93,377719655.89,4064445459.9,17796378.754,384767209.81,2018
"Outros","Consumo Ciclico","02269","LCAM3","Novo Mercado",11058815350,6844389420.5,338477209.12,2280633661.8,4869946374.5,4803307166.2,471494370.02,1771847801.1,130848038.35,504120962,3908235314.2,11419731556,799607437.55,440825359.56,4677101670.7,1243114421.1,844524390,2019
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",4296113535.6,1237120368.7,138058815.87,802429478.49,1247716692.3,3038418735.8,206225887.35,60636832.997,205361051.38,42769500,2221025428.6,3242738734.6,198552342.71,169514516.67,1062406838,319839339.51,858407195.13,2010
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",4145152224.3,1154035367.8,295170138.31,1293951536.4,751381712.02,3499634665.8,203517271.8,63042539.996,288692682.78,42769500,2078515344.3,2834068770.7,378755912.87,117911595.04,1083445184,308372256.61,451951160.33,2011
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",3470628313.9,1108035810.4,264871438.53,855796374.52,601064538.81,3294820994.2,164780741.84,201460115.71,235725439.21,128308500,1994333777.7,4730495057.7,398736665.88,176657337.42,699956340.93,322755428.66,511799372.31,2012
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",3388606115.4,1042796848.1,281226384.82,562406708.59,908023637.4,3341173013.5,160376170.65,308320047.55,233479230.37,128308500,1920142436.3,4907110090.9,434595694.05,210013223.57,681541497.92,371655374.96,876633735.73,2013
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",3339460610,1006887456,272977922.24,786410535.04,788395194.61,3060258491,140954117.23,376838712.64,333881917.01,128308500,1739847291.5,3527717520.7,365627288.06,178193046.97,774325492.95,279724190.71,650637782.86,2014
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",2936935581.3,865023977.56,238261312.61,693851551.1,713231283.58,2883780285.4,127282091.08,180265528.26,256459368.54,128308500,1529302798.8,3763865453.6,314041506.84,327478484.83,568533389.85,258525228.35,523102252.56,2015
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",2625995942.5,793104268.84,27494233.742,545254724.37,725077896.55,2493401164.3,112487055.02,285949620.89,96429423.378,128308500,1372520489.4,2970309991.8,18072641.396,234077895.1,557032551.14,174302246.18,643906568.58,2016
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",2411332398.1,693512180.36,257045920.99,461182442.44,487607896.14,2452817414.1,106116675.76,183134589.92,81331168.654,128308500,1467771691.1,3317505675.5,333056470.34,148174698.22,190621585.17,283128004.1,688355122.44,2017
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",2418230831.3,673971676.6,304533679.64,586216579.26,419432822.44,2705899453.4,93879682.724,101893012.55,240024025.33,128308500,1416151146.2,3365190835,393509308.92,200305055.51,304476255.13,78435620.857,568884817.02,2018
"Veiculos e Pecas","Consumo Ciclico","00857","LEVE3","Novo Mercado",2329930900.5,664718445.01,259285718.1,587677057.93,444029494.89,2528712413.6,95487437.045,168946318.55,276406471.22,128308500,1304830812.3,3698904278.1,345779354.47,157404024.1,419488480.85,258207663.2,510190234.97,2019
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",15988507631,2714306873.2,958401563.61,3643897234.5,6795422851.8,10845583034,588006812.4,856685854.93,1325321973.8,203934060,5549187545.2,8641766252,2069629142.3,820872647.24,4120220228.8,989570652.1,318964505.43,2010
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",17181935814,3107039841.4,486039161.2,3109066002,9032699082.2,10865829948,563174078.47,1208730752,734207067.26,203934060,5040170730.3,9189382986.1,1366209586.8,991297903,6514907424.7,845581751.87,1157410216,2011
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",17335292675,3282641348.8,626681855.83,3084693654.2,9777756930.4,11254376690,529868531.85,558213297.07,628449892.71,203934060,4472842090.6,6728900347.9,1622889333.4,1034245401.4,6897794851.5,790818062.48,372680296.23,2012
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",18148339153,2343141914.3,819795806.7,4631873176.8,8663113168.2,10359904220,545669801.17,762699656.69,362786530.85,203934060,4853352808.1,6296434630.3,1822751250,1105392407.3,8116947861.9,538166038.83,247465037.42,2013
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",17884490204,2236627390.6,869460602.26,3836534538.4,9288150409.6,12107826971,544154828.21,526187952.99,478571864.03,203934060,4759805256.4,4552987071.1,1829713149.4,1075968825.4,8634254269.6,391700704.05,39981773.875,2014
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",17661643522,2026312163.5,44844447.327,5214276379.1,8103416284.8,12619528052,544496879.86,530321502.18,137951551.78,203934060,4343950857.7,2392921320.9,753549328.96,1908810608.9,8977405359.1,65338298.123,501513247.17,2015
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",15979829075,1827047364.8,348960213.51,5432168548,6807797973.3,10755532145,551877382.31,745234684.72,56981174.966,203934060,3739862554.6,3947830385.6,573769286.79,1053834487.1,7743078073.9,612676705.25,1403847367.6,2016
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",16188297273,1747614386,134554692.7,5950091245.1,6520192570.6,12255794183,562520092.89,292382762.1,0,203934060,3718013457.6,3686802979.3,1272455569.2,1057594403.6,8027039184.4,837995373.98,1467889758.5,2017
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",18651171871,1629270220.8,173090012.47,5511092155,9601171917.8,12498233400,568965211.34,738209869.58,30803553.088,203934060,3538907797.9,3513244250.4,1004576085.3,1351090216.5,10470536243,799134146.08,372696577.09,2018
"Energia Eletrica","Utilidade Publica","01987","LIGT3","Novo Mercado",23867122626,1588509399.5,1329103563.9,5182627341.3,12447848557,13402681887,587762141.18,997313898.68,39411565.285,303934060,6236646727.8,7228546594.3,1288594925.1,1200960172.1,8775126699.3,438750329.09,176843045.71,2019
"Software e Dados","Tecnologia da Informacao","02303","LINX3","Novo Mercado",1073377192,41643368.594,87111199.394,111305808.11,143622513.77,412384501.68,41661513.852,53125129.95,40857539.315,46556000,818448870.19,3113304799.6,79943822.229,11044879.359,65664899.463,16182779.135,462214173.5,2013
"Software e Dados","Tecnologia da Informacao","02303","LINX3","Novo Mercado",1157191641.6,55476022.985,88649876.699,133822197.78,191494070.16,483786022.53,51434558.244,42682642.389,38761857.543,46765000,831875373.7,3097843063.7,85458418.174,18507311.271,94677312.753,53841597.452,333787471.88,2014
"Software e Dados","Tecnologia da Informacao","02303","LINX3","Novo Mercado",1180594434,56524911.129,75639151.589,117179171.4,274952547.3,532386176.75,61476811.46,17529584.945,46598591.054,46837000,788462715.28,2459213619.6,82682986.837,24012805.34,152110336.22,27569687.316,325272767.62,2015
"Software e Dados","Tecnologia da Informacao","02303","LINX3","Novo Mercado",1654127859.1,57158477.982,76386376.766,130604300.95,237487911.6,552872063.39,62798721.098,8058923.8826,26785021.677,165609951,1286035646.5,3204091478.4,76023964.94,27592363.713,145820022.05,6863522.4156,756601034.67,2016
"Software e Dados","Tecnologia da Informacao","02303","LINX3","Novo Mercado",1694131980.1,67517272.485,91903083.232,183316565.5,242922233.06,619139411.22,75804743.636,46488261.255,40077954.854,164119171,1267893181.5,3807874344.6,80554522.881,26026840.52,105381191.13,45132109.917,596669759.99,2017
"Software e Dados","Tecnologia da Informacao","02303","LINX3","Novo Mercado",1720308956.3,77547107.022,74187250.945,230428911.18,386067091.97,715779854.63,82199536.692,52047490.812,39675118.372,158781267,1103812953.1,5404449930.8,94033162.788,46761303.33,261000678.05,62901767.932,509644644.88,2018
"Software e Dados","Tecnologia da Informacao","02303","LINX3","Novo Mercado",2566454345.1,206442009.1,38914078.48,370209259.79,404647958.99,788930990.35,119777205.24,75972340.995,25024487.139,179539188,1791597126.3,6365506859.9,81189446.073,87365489.499,336593365.73,64064689.034,931034042.04,2019
"Construcao","Bens industriais","00477","LIXC3","Tradicional",596798478.31,6590416.7331,6150500.1674,467393021.25,44924812.927,18451500.502,703558.2598126,759855.8863,2869455.7812,11993000,89359718.769,74418844.148,24706980.759,58692201.814,13470778.475,5413973.1899,113880068.25,2010
"Construcao","Bens industriais","00477","LIXC3","Tradicional",516936936.98,6153582.7514,1450570.942248,386131450.39,52789697.949,23013742.357,703558.2598126,272240.8845,470945.43813,11993000,82909866.153,40038709.626,12915795.986,34236638.13,13982855.085,530883.6540503,116627056.16,2011
"Construcao","Bens industriais","00477","LIXC3","Tradicional",506714048.83,6276826.5931,12036251.088,387792872.36,57245368.109,22762735.723,703558.2598126,165568.67132,0,11993000,66805480.586,18748827.692,6550310.5592,30523767.191,12654177.022,3179805.4644,103678510.66,2012
"Construcao","Bens industriais","00477","LIXC3","Tradicional",439393021.28,6223823.7157,2915803.4856,321479547.44,62595559.174,22628533.321,703558.2598126,2518003.5845,0,11993000,60820115.405,39689263.816,3823066.4179,29132910.651,9936622.7926,5094630.3123,47089737.766,2013
"Construcao","Bens industriais","00477","LIXC3","Tradicional",363346175.7,5431907.0079,13059663.407,236316157.21,61983555.143,16190781.985,703558.2598126,333181.44893,0,11993000,70164864.973,60798688.453,17564171.658,12267373.662,10497839.117,1032337.7964,113938873.36,2014
"Construcao","Bens industriais","00477","LIXC3","Tradicional",340741233.68,2978488.6387,11940029.664,225908822.12,67997959.287,7117319.6479,703558.2598126,180155.30166,0,11993000,52140737.044,15039329.025,14127968.393,10307964.858,11364006.791,973075.67543,104599116.33,2015
"Construcao","Bens industriais","00477","LIXC3","Tradicional",330515124.27,2298980.586994,20065348.878,240619149.77,69395731.433,6435606.586717,703558.2598126,126007.80389,0,11993000,20500243.069,24390040.904,21722407.255,11358544.163,11730992.008,3452390.804,80491108.855,2016
"Construcao","Bens industriais","00477","LIXC3","Tradicional",325084206.89,2298980.586994,24021859.589,253236348.9,75956389.952,6435606.586717,703558.2598126,115901.11268,0,11993000,6720786.032098,32433854.029,31548932.786,2872614.4939,12093793.674,530883.6540503,64282873.21,2017
"Construcao","Bens industriais","00477","LIXC3","Tradicional",330833062.71,2298980.586994,2500576.5395,34307492.489,297985196.94,6435606.586717,703558.2598126,49975.68821258,0,11993000,6720786.032098,20820010.112,11742790.956,7339896.8988,3676212.9418,861367.7015,14972136.775,2018
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",458361400.85,86007021.306,61746622.515,112533656.95,90889428.645,585040708.28,21949170.47,58702199.918,17904937.496,56676000,254938315.26,1614959707.9,101397435.7,14010676.079,83399182.573,1659685.2253,199990403.3,2010
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",849411899.48,221613467.6,58918247.056,218074336.1,323079522.78,737084371.78,14984200.867,114053284.57,0,57088000,308258040.6,2438437194.7,142505586.21,71893497.948,321134721.52,157704137.66,241471406.14,2011
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",1438465051.3,471103479.87,17214706.942,383319561.65,747594291.22,940066393.34,50615229.798,375939929.44,14785873.665,146572000,307551198.44,2062757159.9,94319445.86,90029443.323,822419504.33,180765510.08,362966441.41,2012
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",1381305022.9,456940882.18,25693686.243,367180475.02,796212553.62,996143992.33,88596319.025,260296526.86,13957891.266,168252000,217911994.24,1409065872.8,80349996.865,133912008.81,885939461.83,48052832.263,334869352.53,2013
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",4435875495.5,570888048.41,5872650.9719,1025563981.5,1044210337,1004420076.8,98207199.679,584783288.91,43421150.876,331753000,2366101176.9,3298611436.3,130384132.52,227607528.71,1519762580.2,64810350.507,299233669.8,2014
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",3766817422.7,500682399.36,20408514.074,853522483.83,847533505.28,1408936537.9,115032715.8,305345457.83,3413468.8736,326640000,2065761433.6,716216883.62,180310567.09,292990596.88,1244015026.3,113427911.34,88746635.018,2015
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",3545668917.2,412618686.97,68737814.581,1143432726.4,527660466.59,1255426901.3,136711776.54,419744261.02,287699.23367,326640000,1874575724.2,1151000331.3,118103880.76,267351761.12,1152995938.1,205570023.36,224714288.65,2016
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",3997989384.7,215345350.56,455554197.76,1057226119.7,615705705.35,1353785654.7,308748649.13,443825438.43,0,51601000,2325057559.6,1816541427.7,24290490.205,225954093.53,1112015933.6,36563009.895,86789352.83,2017
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",3871904198.7,243043510.65,108023862.42,1002716575.1,545193550.94,1298989477.5,79982950.474,258655669.73,100769580.25,51601000,2323994072.5,1443868183.9,286073264.69,163980396.48,1160718557.8,59668245.785,165722969.44,2018
"Textil","Consumo Ciclico","02144","LLIS3","Novo Mercado",4288284202.3,401548926.51,193185036.79,1150616909.8,853117798.89,955017510.51,175451684.23,467663621.53,24578050.288,68851000,2284549493.6,1171613455.5,86913046.771,192336206.19,1483266416.4,31031365.032,153119831.91,2019
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",1910510987.2,1391354450.1,30675848.708,110918963.19,779927079.61,1034623774,48952382.394,27518114.268,66654.025114,85618000,1020284826.8,1483763923.8,67535524.596,30534208.905,677024929.29,413226627.75,237939872.5,2010
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",2358030067.1,1672535343,122187654.45,187439413.58,1335341538.5,1030635146.2,69676455.802,21683829.99,76665.53644,85618000,836004818.22,918952985.85,111615633.44,94567721.501,1185318035.9,486491331.4,150323906.33,2011
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",2798032195.9,1895498150.7,36657199.489,365405622.73,1649032922.2,1061598232.9,98835627.029,54578529.868,82784.335661,85618000,784465843.01,1082159644.5,65463191.715,140919635.38,1650410690.1,318994654.55,64948746.201,2012
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",2875259998.8,1883243354.9,9270831.3792,380557718.01,1718201061.2,1131520183.9,82419952.14,22523849.137,0,85618000,776379785.92,979938322.25,130382058.11,193441019.27,1805160119.6,87295443.559,130865001.14,2013
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",2798265062.7,1892052185.5,110492937.67,543737695.53,1635499846.3,1278055179.9,84617594.124,12224086.309,0,85618000,618888476.6,381848502.37,160930575.05,272899217.96,1892247634.5,40352995.722,8986716.9551,2014
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",2761083857.9,1875740258.7,444820033.06,2170879681.7,475583921.28,1249746809.5,82768323.559,16010117.203,0,85618000,114523065.94,122787429.65,78273922.876,691867472.32,2233084225.7,29674659.788,1671572151.7,2015
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",2071567180.9,1279898062.9,104935507.69,407759023.17,1451964506.9,885434535.69,94571644.605,16147955.825,172842.56286,17123000,211796816.08,49071798.929,194827021.75,110747478.26,1482736058.6,162681650.39,70253253.567,2016
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",1269485467.8,608994272.7,657358615.51,324451625.11,1370972598.2,944726217.32,61751462.926,55445142.571,0,22138000,425989665.33,83928653.404,541245197.99,236949534.6,1375763538.6,173646946.5,42859581.558,2017
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",1193607142.7,538745300.13,6266580.5386,300406423.25,1263460409,1020520262.5,66522644.525,21725259.555,0,36856000,370383935.31,300149370.24,140256763.85,188354492.22,1313793517.1,55804098.072,3796578.852074,2018
"Transporte e Servicoes","Bens industriais","02071","LOGN3","Novo Mercado",1913949851.8,700135101.17,11139900.694,331570450.67,1265021858.2,1053234618.6,98760639.963,55369180.243,0,102980419,317237425.42,2154398894.8,172651944.61,152790509.65,1257823814.7,142155102.62,582135635.5,2019
"Comercio","Consumo Ciclico","00813","LREN3","Novo Mercado",4092582137.3,687541268.1,513282651.19,1628982715,761742195.21,4584693803.7,126287715.03,1139218936.6,242464014.46,122349000,1701857227,11498625179,673995503.85,20809386.641,1093962519.9,679112866.63,1491960369.2,2010
"Comercio","Consumo Ciclico","00813","LREN3","Novo Mercado",4667998666,937949641.85,527125630.32,1667201612.1,1193683967,5067033395.5,152763122.07,904753464.58,362296291.57,122821000,1807113086.9,9302759864.8,739482907.85,74379651.772,1311390599.1,272466187.3,1517633408.9,2011
"Comercio","Consumo Ciclico","00813","LREN3","Novo Mercado",5573201132.2,1250936356.7,525386351.4,2550366594.5,1092654185.2,5709913549.4,196537404.32,1010072375.4,374124587.23,124170000,1930180352.5,14638868642,826734637.82,123869018.81,1944555261,94360838.027,1140765188.8,2012
"Comercio","Consumo Ciclico","00813","LREN3","Novo Mercado",6302719300.3,1484209576.2,568650073.35,2697486712.5,1520966287.1,6100056302.3,233706744,1118853397.6,365631149.09,125895000,2084266300.7,10719095198,907874287.96,167591004.65,2487917349.9,42892599.862,1491642153.3,2013
"Comercio","Consumo Ciclico","00813","LREN3","Novo Mercado",6980466172.2,1710591599.2,618379522.26,2672485130.5,1874355528.3,6843100970.1,279048645.64,1094435472.8,203501719.71,127395000,2433625513.4,12778814598,1052079453.2,245246469.43,2564455636.8,149362357.73,1917736015.3,2014
"Comercio","Consumo Ciclico","00813","LREN3","Novo Mercado",6949868850.7,1832018226.3,686057463.84,2748704107.1,1462216283.2,7283486838.6,313825794.57,874140784.01,212102051.67,639691000,2738948460.5,12964919071,1106121550.9,235196302.02,2255511190.3,238236422.73,1661795170.9,2015
"Comercio","Consumo Ciclico","00813","LREN3","Novo Mercado",7220595078.5,1834438335.8,697010494.57,3253622971.8,1026645794.4,7194240490.5,347091283.61,997893712.89,268126764.87,642551000,2940326312.2,16601702868,1088004904.3,212743547.28,2091863358.2,487629013.92,1302146803.6,2016
