"setor_economatica","setor_bovespa","id_cvm","codigo","listagem_bovespa","at","k","ll","d_cp","d_lp","v","depreciacao","caixa","dividendos","qtd_acoes","pl","v_merc","ebit","desp_fin","div_onerosa","fcl","cap_giro","ano"
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",742837887,360020289.61,31898213.266,52229107.597,95461411.578,500034297.11,15357027.267,59349074.678,10692462.864,60516228,595147367.83,569900830.23,6391254.0153,11049812.541,22993499.763,38093275.302,293412111.7,2019
"Outros","Bens industriais","01859","DTCY3","Tradicional",70113416.58666,13325721.915,2179491.6788,22716735.07852,9840329.02864,17443756.444,2673906.1587,134555.83947,0,56131810,7276967.5507,73772148.429,2421935.515381,2389148.4519,2711260.959141,910598.82058,5663862.0799,2011
"Outros","Bens industriais","01859","DTCY3","Tradicional",70113416.58666,11747984.205,1450570.942248,22716735.07852,9840329.02864,17829676.293,2597358.5314,350355.13485,0,56131810,7137192.3673,38170427.074,2680142.867,2361115.023939,2711260.959141,956454.73522,4631487.9219,2012
"Outros","Bens industriais","01859","DTCY3","Tradicional",70113416.58666,9774711.2539,1820109.0212,22716735.07852,9840329.02864,17365012.525,2127182.629,1582824.8696,0,56131810,6720786.032098,28205341.221,2421935.515381,2361115.023939,3587178.0555,609959.84835,4211095.7951,2013
"Outros","Bens industriais","01859","DTCY3","Tradicional",70113416.58666,8665341.1481,1450570.942248,22716735.07852,9840329.02864,16369178.351,1881032.2747,300387.99923,0,56131810,6720786.032098,27243184.178,2421935.515381,2361115.023939,5732295.0072,2737597.1808,3796578.852074,2014
"Outros","Bens industriais","01859","DTCY3","Tradicional",70113416.58666,9312369.7708,1450570.942248,22716735.07852,9840329.02864,16122714.267,1967485.5313,119708.45702,0,56131810,6720786.032098,30603446.415,2421935.515381,2905004.2393,7177766.4926,2882484.8266,3796578.852074,2015
"Outros","Bens industriais","01859","DTCY3","Tradicional",70113416.58666,7911728.9259,1450570.942248,22716735.07852,12643154.695,16631915.001,1900153.0782,108165.99095,0,7789411,6720786.032098,31363682.765,3158000.8905,3542714.982,10066127.838,3038683.7665,3796578.852074,2016
"Outros","Bens industriais","01859","DTCY3","Tradicional",70113416.58666,7100297.137,3433705.8618,22716735.07852,9840329.02864,17775114.572,2169625.502,235051.78928,0,7789411,6720786.032098,28813370.815,7624560.114,3374130.5235,10120225.194,5108314.4619,6007360.4762,2017
"Outros","Bens industriais","01859","DTCY3","Tradicional",70113416.58666,5634910.8909,2123662.915,22716735.07852,9840329.02864,18307978.965,1777027.6702,227609.88961,0,7789411,6720786.032098,19547960.346,6354283.4319,3927836.7188,9743373.8065,1432480.5896,6778180.7492,2018
"Outros","Bens industriais","01859","DTCY3","Tradicional",70113416.58666,6119988.5747,10873640.151,22716735.07852,9840329.02864,11639389.458,2987923.7644,2523469.2831,0,7789411,6720786.032098,39764907.139,7818650.7617,3397324.374,2846785.6569,2148101.976,8468286.4478,2019
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",10282828099,4497118746.5,778010776.39,1426804393.3,3102901506,4568816814.9,620174044.92,1027386813.2,187379461.75,457838204,5752019076.4,13618103769,1192365523.5,250380846.29,2656099579.5,595385412.98,1366045916.7,2010
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",10661438064,4599674027,585493137.19,1786055098,3097602157.4,4647441350,673229802.94,1136150393.4,249441492.73,548146000,5772146674,7650066360.6,901783848.49,344270502.89,2996980987.7,223326707.65,1238329907.4,2011
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",11469471090,4814918791.9,678914336.75,1875334251.8,3646074930.4,5017911896.1,739045330.28,1525710871.3,181021254.55,549225000,5942704579.5,12056934237,1023814575.2,308149906.58,3550541807,88036706.102,1620773897.9,2012
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",11415219900,4824945707.8,725698682.73,1821689054.4,3500904329.6,5405479529.7,873297799.72,1391382620.4,267486236.65,603654000,6092626516.8,11079844016,1147309350.5,306544603.78,3420857219,232969767.34,1791876394.5,2013
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",11539499435,4874263578,512035611.84,2047266206.4,3446564016.7,5226629195,796812617.28,1418105509.6,274940282.27,663079000,5959355541.1,6984380883.7,813564823.12,416851968.23,3683154327.2,92027602.019,1619768172.7,2014
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",10676642016,4455562993.3,217486561.77,1537060143.9,3667985646.5,4697329037.6,694466686.64,1079415897.9,158910013.62,663079000,5372042643.6,4636825420.4,385680499.59,505342732.56,3347438399.8,124241970.37,1743233663.9,2015
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",10416045934,3983067652.1,26367969.3,1335020344,3984230715.3,4359825410.2,651339913.89,1579401886,117662295.89,689299000,5095518070.3,5226796122.7,353619156.92,498718815.77,3854992428.1,77793649.761,2249741100.5,2016
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",10252995876,3780478741.4,200254375.77,1680648456.2,3463687421.6,4322858037.2,612487553.9,1163738159.2,6590115.6036,689306000,5107626637.6,6869161288.8,456391502.06,399852339.64,3438931160.6,42012528.567,1594324874.2,2017
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",10046248439,3381553146.2,450597627.92,2163908102.1,3043158841.2,5167539040.5,849172823.01,1213474980.3,63451999.179,689469000,4837966184.9,8515970009.3,764951943.44,284842291.94,2988793488.2,424833858.95,1648904184,2018
"Outros","Materiais Basicos","02109","DTEX3","Novo Mercado",10725182882,3569823168.7,405961244.08,2152018808.7,3636165086.1,5016614893.6,720448978.85,1244440719,546325594.4,689733000,4935692709.1,11543631516,640067323.22,263779115.01,2951428052.3,1120079027.7,1365470149.5,2019
"Siderurgica e Metalurgica","Bens industriais","00538","EALT4","Tradicional",358107094.18,228517874.87,8880466.1781,69730679.699,191950554.98,224733510.78,13189525.468,21017977.78,3636137.7025,2250000,96425859.491,60585786.822,17482843.903,10417823.1,66590378.956,8601065.9867,51948759.535,2014
"Siderurgica e Metalurgica","Bens industriais","00538","EALT4","Tradicional",319283789.07,197012859.92,1450570.942248,54933144.22,179258080.85,173798901.12,11823876.903,16065823.119,2513877.5975,2250000,85092563.997,46872118.953,10153884.666,15110525.926,63073319.298,2273275.4512,63024724.776,2015
"Siderurgica e Metalurgica","Bens industriais","00538","EALT4","Tradicional",272718801.48,177705572,1841052.0728,52136007.639,143411377.3,131234339.97,10865664.08,6415246.8655,970148.57865,2250000,77171416.535,40856086.479,3396635.1386,9499650.2776,47010946.872,9089288.58,36274635.935,2016
"Siderurgica e Metalurgica","Bens industriais","00538","EALT4","Tradicional",274481997.73,167411033.36,33197544.875,104081365.56,64252543.947,182416436.3,10365025.675,1509964.0288,2011480.0585,2250000,106148088.21,69180268.505,52112173.19,9033787.6617,58979584.913,12501072.35,3796578.852074,2017
"Siderurgica e Metalurgica","Bens industriais","00538","EALT4","Tradicional",362412368.77,227365574.4,12788961.182,121360966.68,79611257.26,257847550.22,10367734.879,2014034.2984,6065072.7006,22500000,161440144.82,98500662.028,21048694.378,12345226.306,85831898.187,44490424.844,3796578.852074,2018
"Siderurgica e Metalurgica","Bens industriais","00538","EALT4","Tradicional",368838918.88,190566474.46,16867505.311,118674125.84,87227354.33,299487056.2,10180962.347,4989882.7355,6578437.1791,22500000,162937438.7,221799286.58,27100518.592,12693420.856,87733849.95,2821761.1698,10428204.28,2019
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",6941643453.1,364420884.21,983638443.87,1854599924.6,2107830230.5,2378895487.1,234030613.93,1454147540.8,464245284.92,558699000,2968108737.4,11898032128,1615435284.4,483260011.93,2951640194.1,296923685.67,60140260.51,2010
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",6503172903.8,450500773.55,599269464.71,1348578078,2205160552.1,2859109754.9,263213126.44,945882177.97,459550436.05,558699000,2944676316.6,12194281054,1233326307.7,454374730.04,2622529297.1,486062630.24,24567392.922,2011
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",9159430379.3,873254999.59,623945537.87,2120514844.8,3896825726.5,3561362902.3,350984887.12,1399818071.2,319019785.51,558523000,3115612125.3,14283916611,1408890347.4,513719673.23,4855466855.2,570082501.19,184276452.89,2012
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",9073701289.3,597425661.99,555314704.04,1627293315.4,4518001908.3,3683569856.8,330286976.83,1494950173.6,607447427.92,558157000,2892033196.7,11530228179,1339477410.1,612589515.06,5165289345.2,614221192.55,280580134.45,2013
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",8791097469,658889926.54,619009156.49,1672316396.5,4778396518.9,3852575782.2,405270633.53,793752332.55,1047384742.9,556466000,2269790750.4,7781134722,1455265735.1,682307073.1,5490813225.8,373707594.07,461975755.01,2014
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",9317090550.8,1031709114.7,129159498.97,2047603675.6,5327538358,3438011477.8,433352911.06,916069560,294213756.56,556466000,1875600401.3,3357065970.3,1120926286.9,986641843.74,6258276352.3,455875879.46,722354016.2,2015
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",7363547029.1,687760629.67,1075662830.2,1847409333.8,4877682915.7,3154651090.1,379100611.14,657363755.99,163406474.04,556466000,557516510.32,5113106574.1,863624034.49,772658666.32,5497798541.8,677807128.28,564229492.44,2016
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",8465935034.4,606157403.41,425136113.21,1905949387.4,5740478125.3,3466964065.2,453320664.17,1741743507.2,254564337.35,556466000,713412509.72,7413914499.4,1312480447.9,626419517.56,6497628682,747040080.22,411415371.21,2017
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",10462678482,546610370.3,391019173.2,2096994970.9,7697137929.1,3308974825.7,452681615.72,2767328021.5,419538274.73,556463000,668545582.13,5449714684.2,1236510562.9,726028564.15,7839499562.4,630701783.69,1127678580.9,2018
"Transporte e Servicoes","Bens industriais","01945","ECOR3","Novo Mercado",11553758666,545958234.93,185641655.39,4012245090.6,7085716565.7,3956760797.7,568060862.95,1858066168.1,0,556493000,455797009.73,9079720652.7,796475372.74,888436359.05,8687611062.9,395811312.1,1682925788.5,2019
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",6528986717.2,778042437.05,236685110.48,819141308.94,1938180739.4,1241994444.3,102798836.58,36584728.034,0,387229828,3771664668.9,2073992212.3,110304079.81,136075858.62,642588127.21,143837719.85,42510270.866,2010
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",5886567640.2,691391712.06,137955721.32,952888469.24,1540471915.8,1192984589.5,95605053.147,26449610.072,0,387229828,3393207255.2,1583630248.2,209093516.12,160808309.59,490185358.57,140526363.69,1077959686.6,2011
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",5435304603.3,443654559.43,192556364.75,636105965.47,1450656523,1408609472,93051071.574,173214396.04,0,387229828,3348542114.8,1217352308.3,335445084.68,83384522.094,268561254.63,365410057.61,2085706988.2,2012
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",4425811432.3,472240126.8,267064708.34,642981427.5,1364663029.1,1026614068.9,57586071.998,88714961.101,0,387229828,2418166975.6,873522844.53,498238095.07,74293667.844,327213449.17,126286812.81,1351746396.6,2013
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",3958947239.1,493142649.6,367513567.29,768540728.43,1288545148.5,880119785.15,41676539.352,97031882.442,0,387229828,1893826967,577001427.86,622510185.18,135649448.81,569778318.07,19356005.749,472570662.74,2014
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",3598797714,700634635.26,100681923.75,518641038.38,1316708875.8,783739564.77,31343466.793,47802787.017,0,387229828,1756459670.5,280616939.96,26455569.003,233706465.08,369199845.18,203475931.37,77440704.605,2015
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",4661996584.4,516581815.86,1030121602.6,390559515.5,1819005167.6,2164052448.5,33894984.134,41988476.529,0,9680746,2432879504.5,891077813.87,1283831067.5,110257943.52,336454217.76,67041727.238,60522774.834,2016
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",5119361896,815722862.96,427949152.37,906429023.49,1679774323.5,1101846965,28483510.834,309069272.77,0,9680746,2517652713.2,1728949512.7,414230576.74,101371229.26,439724488.78,10809132.742,255097265.83,2017
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",5323302511.2,707344715.65,181029212.47,701502032.43,2127678454.6,1068545949.2,25875485.753,1702897.8438,0,9680746,2477168219.7,2127901204.3,318174611.78,264370974.94,613234290.79,318381340.03,757403230.13,2018
"Energia Eletrica","Utilidade Publica","00320","EEEL4","Nivel 1",5176664506.5,672858410.19,391613204.13,549952143.08,2177207456.5,1088630254.2,31184514.893,2519465.3651,0,9680746,2435122833.7,3932290695,431015760.6,190355267.79,587792170.57,179353502.26,569610379.19,2019
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",21413085477,16623528861,2019032071.9,3765682470.1,9194532838.4,6832672453.8,768729203.39,1803957862.7,893203928.94,652742192,8452870168.3,29857292572,3582907135.2,932271519.41,7405128882.1,975798264.16,588396738.44,2010
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",19356046824,15466334779,2264975316.5,2439522403.2,8389035578,6769959583,784020890.71,1223218973.7,1568304634.7,652742192,8523926242.5,30597616245,3768499137.5,794007750.28,5709548481.2,2648240414.6,83721895,2011
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",18130384479,14314424265,2216693981.6,2499307877.2,7555405526.4,7262106538.4,829578871.07,1744348736.7,2100815129.5,652742192,8071734384.5,32180861391,3765560814.3,791511381.29,5225088565.9,2992532514.2,435552042.58,2012
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",17662869737,13550637685,2004509514.3,3047990299,7127013735.4,7772672286.4,813027625.23,1708831128.8,2250213065.8,652742192,7483346137.3,32744590920,3332069676.8,793059465.98,4880460428.7,2468446091.5,216003950.51,2013
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",17866587604,12668867802,1813304618.9,2563242279.2,7885533902.1,8490218879.8,776712856.09,2104986613.1,1418415079.8,652742192,7412690397.9,28966150261,3020864375.8,725009391.56,5316122519.2,1736710926,1745759294.7,2014
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",18134851052,11730895434,1778312982.7,3542260950.6,6720116320.4,7718276251.1,711643072.37,2840828654,834800555.24,652742192,7869790415.5,25909575186,2967620059,890616697.48,5033331712.8,2164093041.8,1723850375.7,2015
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",16079589343,11368466441,1725418168,2008089355.8,6695701208,7183973642.3,702795702.41,2024309794,1298005272.8,652742192,7372267215.1,25475852693,2700377345.5,839418269.89,3444286160.5,1500219920.2,1733217270.5,2016
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",21196377853,12649586086,2170071775.4,6148685093.7,7644400868,7593101085.8,702931582.94,2090628603.4,908384177.77,652742192,7398817242.1,25107078793,3087313181.2,487773623.9,7318468524.9,2662383956.9,2102134226,2017
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",24781856776,15280628569,2416382806.1,4354094705.7,13828561000,9182484569.9,689273743.31,2522285093.7,2077687805.4,815927740,6594616505.5,28129589990,3828764816,891625199.67,10148721961,68856167.934,403450014.23,2018
"Energia Eletrica","Utilidade Publica","01732","EGIE3","Novo Mercado",30165095363,15345226720,2312187538.2,5985500974.9,17173919145,9814081344.5,864188632,3874051864.7,2263039445.4,815927740,7002005652.3,41489728015,4299104790.5,1355438333.1,14777518202,1015428624.4,766777312.38,2019
"Energia Eletrica","Utilidade Publica","01748","EKTR4","Tradicional",5402688663.4,31892284.666,750529321.83,1737933718.1,1385075640.9,5613693644.4,242703968.95,372191077.18,668104954.38,193759265,2279679304.4,8636585579.3,1194353479.8,281644916.77,1825435455.9,667686700.37,191400365.82,2010
"Energia Eletrica","Utilidade Publica","01748","EKTR4","Tradicional",5349087468.7,32061840.26,770466736.79,1093328779.8,2114374475.5,5576389832,250691610.35,446675319.74,746281106.94,193759265,2141384213.4,6858077230.4,1212413826.9,271253620.15,1936532335.4,672195600.5,462427740.58,2011
"Energia Eletrica","Utilidade Publica","01748","EKTR4","Tradicional",6739115019.5,23108655.983,528750943.32,1715375697.5,2161216650.4,5276825819.1,206901707.48,862062853.07,589996568.79,193759265,2862522671.6,6622343178.1,824419633.01,253603899.13,2448716300.1,422047847.82,280522112.84,2012
"Energia Eletrica","Utilidade Publica","01748","EKTR4","Tradicional",6422556171.6,15603526.646,451808565.56,1128023732.2,2429319330.7,4954121804.1,205239624.76,652712869.3,393806548.4,193759265,2865213108.7,5146870451.2,697990872.78,243449352.1,2259743514,349646572.02,580099731.56,2013
